p_name,policy_id,introduction,policy_type,support,operating_period,application_period,scale,p_region,p_age_max,p_age,p_region_income,p_education,p_major,p_employment,p_characteristic,detail,restriction,procedure,announcement,m_site,document,etc,a_name,m_name,a_site1,a_site2
실업급여,R2021060700121,고용보험 가입 근로자가 실직하여 재취업 활동을 하는 기간에 소정의 급여를 지급함으로써 실업으로 인한 생계불안을 극복하고 생활의 안정을 도와주며 재취업의 기회를 지원해주는 제도(구직급여+취업촉진수당),"주거·금융, 생활비지원 및 금융 혜택","구직급여 지급액 = 퇴직전 평균임금의 60퍼센트 X 소정급여일수(이직일이 2019.10.1 이전은 퇴직 전 평균임금의 50퍼센트 × 소정급여일수) ※ 실업급여 모의계산 확인 ▶ https://www.ei.go.kr/ei/eih/eg/pb/pbPersonBnef/retrievePb200Info.do- 상한액 : 이직일이 2019년 1월 이후는 1일 66,000원      (2018년 1월 이후는 60,000원 / 2017년 4월 이후는 50,000원 / 2017년 1월~3월은 46,584원 / 2016년은 43,416원 / 2015년은 43,000원)- 하한액 : 퇴직 당시 최저임금법상 시간급 최저임금의 80퍼센트 X 1일 소정근로시간 (8시간)      (이직일이 2019.10.1 이전은 퇴직당시 최저임금법상 시간급 최저임금의 90퍼센트 × 1일 근로시간 (8시간))",-,상시 (퇴직한 다음날부터 12개월 이내 신청),-,중앙부처,999,제한없음,"- 이직일 이전 18개월간(초단시간근로자의 경우, 24개월) 피보험단위기간이 통산하여 180일 이상일 것- 근로의 의사와 능력이 있음에도 불구하고 취업(영리를 목적으로 사업을 영위하는 경우 포함)하지 못한 상태에 있을 것- 재취업을 위한 노력을 적극적으로 할 것- 이직사유가 비자발적인 사유일 것 (이직 사유가 법 제 58조에 따른 수급자격의 제한사유에 해당하지 아니할 것)  ※구직급여는 실업의 의미를 충족하는 비자발적 이직자에게 수급자격을 인정하는 것이지만, 자발적 이직자의 경우에도 이직하기 전에 이직회피노력을 다하였으나 사업주측의 사정으로 더 이상 근로하는 것이 곤란하여 이직한 경우 이직의 불가피성을 인정하여 수급자격을 부여함  ※ 상세요건은 참고사이트1 참고",제한없음,제한없음,제한없음,제한없음,-,-,실업(고용보험 피보험자격 상실) > 워크넷 구직등록 > 거주지 관할 고용센터 방문 > 수급자격인정신청 > 구직급여신청(지급절차 확인 ▶ https://www.ei.go.kr/ei/eih/eg/pb/pbPersonBnef/retrievePb0204Info.do),관할 고용센터 심사 후 발표,https://www.ei.go.kr/ei/eih/cm/hm/main.do,-,-,고용노동부,전국 고용센터,https://www.ei.go.kr/ei/eih/eg/pb/pbPersonBnef/retrievePb0201Info.do,https://www.ei.go.kr/ei/eih/cm/hm/main.do
"근로능력있는 수급자의 탈수급 지원(희망키움1.2, 내일키움통장, 청년희망키움통장, 청년저축계좌)",R2021021803835,수급자 및 차상위자가 자활에 필요한 자산을 형성 할 수 있도록 재정적으로 지원,"주거·금융, 생활비지원 및 금융 혜택","1. 희망키움1: 가구소득에 비례한 일정비율(최대 646천원)2. 희망키움2, 내일키움 통장: 본인 저축액에 1:1매칭3. 청년희망키움: 본인소득에 비례한 일정비율(최대 523천원)4. 청년저축계좌: 본인 저축액에 1:3매칭",2021.01.01.~2021.12.31.,매 2월~11월 초,112명,경남 창녕군,39,만 15세 ~ 39세,"1. 희망키움1: 일하는 생계,의료급여 수급가구2. 희망키움2: 일하는 주거,교육급여 수급가구 및 차상위계층3. 내일키움 통장: 자활근로사업 참여자4. 청년희망키움: 일하는 생계급여 수급가구5. 청년저축계좌: 일하는 주거,교육급여 수급가구 및 차상위계층",제한없음,제한없음,"재직자, 자영업자",제한 없음,"1. 희망키움1: 3년 이내 탈수급, 사용용도 증빙2. 희망키움2: 자립역량교육 이수, 사례관리 충족, 사용용도 증빙3. 내일키움 통장: 3년 이내 탈수급, 일반 노동시장 취창업, 국가자격증 취득, 사용용도 증빙4. 청년희망키움: 3년 이내 탈수급, 사용용도 증빙5. 청년저축계좌: 교육이수, 국가공인자격증취득, 사용용도 증빙","재정지원일자리사업, 사회적일자리서비스사업 참여자, 유사 자산형성지원사업 참여 가구 등","읍면사무소 신청, 대상자 선정, 통장개설",-,-,"참여신청서, 근로확인 관련 서류",-,창녕군 주민복지과,한국자활복지개발원,-,-
임산부 및 다자녀가구 주차권 발급,R2021031101422,임산부 및 다자녀 가구에 무료주차권을 지급,"주거·금융, 생활비지원 및 금융 혜택",임산부 및 다자녀 가구 무료주차권 1인당 50매 지급,2020.01.01.~2020.12.31.,상시,84명,강원 태백시,999,제한없음,지급시 태백시 거주자,제한없음,제한없음,제한없음,제한없음,-,-,1. 관할 동 주민센터에서 신청서 작성 및 제출,"미심사, 주민등록 및 가족관계 확인후 신청 3일내 지급",-,-,-,도시안전국 건설교통과,-,-,-
청년고용창출 장려금지원,R2021021803202,청년을 정규직으로 채용한 중소기업 등에 재정지원으로 신규 고용촉진 및 장기근속 유도,"주거·금융, 생활비지원 및 금융 혜택","청년을 신규로 채용하는 기업 및 근로 청년에게 1인당 월30만원(기업 10, 청년 20)씩 2년간 지원",2021.01.01.~2021.12.31.,-,-,전남 영광군,45,만 18세 ~ 45세,청년 : 만 18세이상 45세 이하 청년기업 : 상시근로자수 3인 이상 기업체,제한없음,제한없음,제한없음,제한없음,해당 없음,해당 없음,"신청 홈페이지에 접속하여 신청서 및 증빙서류, 양식 다운구비 서류 양식 작성 및 증빙서류 구비군청 인구일자리정책실 방문 접수",선정방법 : 사업체 평가배점 기준에 따라 심사 선정선정결과 발표 : 2021.03.,http://www.yeonggwang.go.kr,"신청서(서식1), 인력 채용 계획서(서식2), 사업체 평가서(서식3)","제외대상 기업- 고용보험 미가입 사업장 또는 고용보험 체납 사업장- 일자리 창출 사업 지원을 받고 있는 (예비)사회적 기업- 고용노동부 청년추가고용장려금 사업 참여(예정) 중인 기업제외대상 청년- 최근 6개월 이내에 관내 기업체에서 자발적으로 퇴사한 청년 (고용보험 가입 여부)- 대학 재학생(마지막 학기 재학 중인 졸업예정자, 졸업직전 방학 중인 자, 방송·통신·사이버·야간학교 재학생은 예외)",영광군청 인구일자리정책실,-,해당사항 없음,해당사항 없음
청년희망통장,R2021031100886,저소득 근로청년에게 자립지원금을 지급하여 자립기반 조성에 활용,"주거·금융, 생활비지원 및 금융 혜택","1인당 월 적립금 15만원 매치 3년 지원하여 만기시 1,100만원 목돈지급",2021.01.01.~2021.12.31.,2020.05월 예정,500명,대전,39,만 18세 ~ 39세,대전시 6개월 이상 주민등록자 중 가구 중위소득 120퍼센트 미만인 자,제한없음,제한없음,"재직자, 자영업자",제한없음,-,1. 보건복지부 자산형성지원사업 참여자2. 내일채움공제 참여자3. 수급자 및 차상위계층4. 대전시 청년희망통장 참여자 및 가입자의 가구원5. 군복무자 및 군복무 대체근무자6. 신용유의자7. 사치·향락·도박·사행 등 비사회적 업종 대상자,행정복지센터 방문접수 - 소득재산조사(자치구 통합조사팀) - 대상자선정,1. 소득·재산 조회를 통해 자치구 배정인원에 따라 가구 소득인정액이 낮은 가구 순으로 선발2. 6월 선정자 발표예정,-,"1. 참여신청서2. 가구원 소득재산 신고서3. 건보납부확인서4. 개인정보제공동의서5. 사회보장급여 신청서6. 임대차계약서 또는 사용대차확인서7. 근로증빙서류(4대 보험가입내역확인서, 재직증명서)8. 사업자등록증9. 사업소득원천징수영수증",-,대전광역시청 공동체지원국 청년정책과,(재)경제통상진흥원,https://youthpassdaejeon.ezwel.com/cuser/common/daejeonHopeBankPop.ez,https://youthpassdaejeon.ezwel.com/
청년저축계좌,R2021021803007,일하는 차상위계층 청년이 사회에 안착할 수 있도록 주택전세자금 및 교육비 마련을 지원하여 자립을 촉진,"주거·금융, 생활비지원 및 금융 혜택",청년(매월 10만원씩 저축)+정부지원금(30만원 추가)* 3년 만기 1천440만원 수령,2021.02.01.~2021.12.31.,월별 신청기간(홈페이지 게시),-,충북 음성군,39,만 15세 ~ 39세,일반 노동시장에서 일하면서 소득인정액이 기준 중위소득 50프로 이하인 주거·교육 급여 혹은 차상위 청년(만19~39세),제한없음,제한없음,"재직자, 자영업자, 프리랜서, 일용근로자, 창업자, 단기근로자",제한없음,"3년간 근로활동 지속해야 하며 국가공인자격증 1개 이상 취득해야 함* 연 1회, 총 3회 교육 이수",-,신청시기에 주민등록상 읍면행정복지센터 방문 신청,우편 안내,방문 신청,청년희망키움통장 참여 신청서 및 관련서류,-,음성군청 주민지원과,한국자활복지개발원,https://www.gov.kr/portal/service/serviceInfo/628000000737,https://www.gov.kr/portal/
맞춤형복지제도 운영,R2021031101452,출산축하 복지포인트 지급을 통한 아이 낳기 좋은 환경 조성 및 저출산 극복,"주거·금융, 생활비지원 및 금융 혜택",출산축하 복지포인트 지급,2021.01.01.~2021.12.31.,연중,50명,강원 삼척시,999,제한없음,복지포인트를 받는 직원,제한없음,제한없음,제한없음,제한없음,-,-,총무과 방문접수,적격여부 확인 후 지급 및 통보,-,신청서 및 출산증명서류,-,삼척시청 총무과,주관기관과 동일,-,
청년희망키움통장 지원,R2021031101754,"일반 근로 빈곤층보다 탈수급 가능성이 높은 청년생계급여 근로유인 및 기존 사업과 차별화된 인센티브 지원, 본인부담금 없이 목돈 마련을 지원하여 청년층 빈곤의 대물림 예방","주거·금융, 생활비지원 및 금융 혜택","근로·사업소득 10만원 자동적립 및 근로소득장려금 지원정부지원 : 본인 소득에 비례한 일정비율(평균 295,000원, 최대 496,000원)",2021.01.01.~2021.12.31.,연중,-,전북,393,만 15세 ~ 39세,- 생계수급 청년 : 소득인정액이 기준중위소득 30프로 이하인 가구의 청년 (근로활동) 청년 본인의 근로 사업소득 발생 (소득기준) 신청당시 청년 본인의 총근로 사업소득(보장기관 확인소득 제외)이 1인가구 중위소득 20프로이상,제한없음,제한없음,제한없음,제한없음,해당 없음,"국가 또는 지자체가 인건비 전액을 직접 지급하는 재정 지원 일자리 사업(자활근로, 공공근로 등) 및 사회적 일자리 서비스 사업(노인·장애인 일자리사업 등), 대학교 근로 장학생의 근로장학금, 무급근로, 실업급여, 육아휴직수당 등의 사례는 가입불가",생계급여 보장기관인 주민등록상 읍면동 주민센터를 방문하여 희망내일키움통장 참여(변경) 신청서 및 관련서류를 제출,(시·군구 통장 사업담당) 대상자 결정 및 선정 결과 통보,방문접수,"참여신청서, 적립 및 사용계획서, 저축동의서",해당사항 없음,전라북도청 사회복지과,-,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16438,http://www.bokjiro.go.kr/
결혼정착금 지원 사업,R2021021802951,결혼을 한 신혼부부의 안정적인 지역 정착과 주거비용 등에 대한 부담을 경감시키기 위한 정착금 지원,"주거·금융, 생활비지원 및 금융 혜택",- 혼인신고일로부터 1년 후 최초 2백만원 지급- 최초 신청일로부터 3년 후 3백만원 지급,2021.01.01.~2021.12.31.,매월 초,200명,충북 옥천군,49,만 19세 ~ 49세,"혼인신고일로부터 부부 모두 계속하여 군에 주민등록이 되어 있고, 거주하는 만 19세이상 만 49세이하 남녀(국제결혼인 경우는 국적취득 후 최초 신청 가능)",제한없음,제한없음,제한없음,제한없음,주소를 옥천군으로 유지할 것,-,사업신청 관련 안내문 받은 후 각 읍면 사무소 방문 신청,매월 중순 경 지원금 지급,-,결혼정착금 지원 사업 신청서,-,옥천군청 기획감사실 인구청년팀,옥천군청 기획감사실 인구청년팀,https://www.oc.go.kr/www/selectBbsNttView.do?key=709&bbsNo=85&nttNo=104399,https://www.oc.go.kr/
전입지원금 지급,R2021021802927,제천시 관내 전입 후 1년 이상 경과한 대학교 재학생을 대상으로 전입지원금을 지급함으로써 전입률 제고 및 학생들의 경제적 부담 완화,"주거·금융, 생활비지원 및 금융 혜택",전입 1년 이상 2년 미만 : 10만원전입 2년 이상 3년 미만 : 20만원전입 3년 이상 : 30만원,2021.01.01.~2021.12.31.,-,약 300명,충북 제천시,999,제한없음,제천시로 주소 이전 후 1년 이상 유지하고 있는 관대 대학교 재학중인 학생,"대학 재학, 대졸 예정",제한없음,제한없음,제한없음,-,제천시에 주소를 두고 있지 않는 경우,대학교 내부 공고에 따라 대학에서 신청서 취합 - 제천시 관내 대학 협력 지원 조례 별지 제2호서식(일괄신청서)을 시에 제출,- 6월 초 신청 접수(대학교 일괄신청)- 6월 중 신청 적격자에 대하여 전입지원금 지급,-,"주민등록등본, 학생증",-,제천시청 홍보학습담당관,주관 기관과 동일,https://www.jecheon.go.kr/www/contents.do?key=5547,https://www.jecheon.go.kr/
