p-name,policy-id,introduction,policy-type,support,operating-period,application-period,scale,p-region,p-age-max,p-age,p-region-income,p-education,p-major,p-employment,p-major,detail,restriction,procedure,announcement,m-site,document,etc,a-name,m-name,a-site1,a-site2
학자금대출 신용회복지원,R2021021803558,"학자금대출 장기연체로 신용유의정보 등록 청년의 초입금 지원, 신용유의정보 해제 등","주거·금융, 학자금 지원",학자금대출 분할상환약정 초입금(채무원금 5퍼센트)지원,2021.02.25.~예산소진시,2021.2.25.~예산 소진 시,150명,경남,39,만 19세 ~ 39세,경남도내 학자금대출 부실채무자,제한없음,제한없음,제한없음,제한없음,"지연배상금 전액감면, 신용유의 정보해제, 법적조치 유보 등",-,신청서 작성 후 주민등록 초본과 동봉하여 우편발송,사업신청자 한국장학재단에서 선정 후 문자 발송,https://www.gyeongnam.go.kr/board/view.gyeong?boardId=BBS-0000057&menuCd=DOM-000000104001001000&dataSid=41505769,"사업신청서, 주민등록초본",-,경남도청 청년정책추진단,해당없음,https://www.gyeongnam.go.kr/board/view.gyeong?boardId=BBS-0000057&menuCd=DOM-000000104001001000&dataSid=41505769,http://www.youthonna.com/web/
4H 산업정보 현장학습 지원,R2021021803645,"미래의 농업, 농촌을 이끌어 나갈 4-H회원들에게 산업정보 현장을 체험하여 새로운 시대적 여건 변화에 대처할 수 있는 능력과 자질 함양","주거·금융, 학자금 지원",산업정보 현장에 대한 체험 학습 기회 제공,2021.01.~2021.12.,상시,20명,경남 진주시,999,제한없음,진주시 4-H연합회 회원,제한없음,제한없음,제한없음,농업인,-,-,진주시 4-H연합회 문의,-,-,현장학습 계획서 및 관련자료 제출,-,진주시 농업정책과,해당없음,http://www.korea4-h.or.kr,http://www.jinju.go.kr
청년전용 보증부 월세대출,R2022012401367,청년들에게 낮은 이자로 전월세보증금 및 월세 대출 지원,"주거·금융, 생활비지원 및 금융 혜택","호당대출한도: 보증금 대출은 최대 3,500만원, 월세금 대출은 최대 960만원(24개월 기준 월 최대 40만원 이내)

* 대출금리 : 보증금 연 1.3프로, 월세금 1.0프로/  월세금 연 1.5프로

* 대출 대상주택: 임차 전용면적 60㎡ 이하 주택

* 대출한도: 대출금액 (보증금 대출 + 월세금 대출) 이 임대차 계약서 상 임차보증금의 80프로 이내/ 보증금 35백만원, 월세금 960만원 (월 40만원 이내)

* 대출기간 및 상환방법: 대출기간- 25개월/ 상환방법 : 만기일시상환 또는 혼합상환

* 대출신청시기: 신규- 임대차 계약서상 잔금지급일과 주민등록본상 전입일 중 빠른날짜로부터 3개월 이내/ 추가대출 : 주민등록등본 상 전입일로부터 1년이상, 기존 대출실행일로부터 1년 이상 경과하고 계약 갱신일로부터 3개월 이내

* 중도상환 수수료: 없음/ 고객부담비용: 보증료",-,-,-,중앙부처,34,만 19세 ~ 34세,"아래의 요건을 모두 충족하는 자



(계약) 주택임대차계약을 체결하고 임차보증금의 5프로 이상을 지불한 자

(세대주) 대출접수일 현재 민법상 성년인 단독세대주(예비세대주 포함)

(무주택) 세대주를 포함한 세대원 전원이 무주택인 자

부부합산 연소득 2천만원 이하, 순자산가액 2.92억원 이하 무주택 단독 세대주(예비세대주 포함)",제한없음,제한없음,제한없음,제한없음,-,"주택도시기금대출, 은행재원 전세자금대출 및 주택담보대출 미이용자의 경우 신청가능",#NAME?,-,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020701.jsp,"신분증, 소득확인서류, 건강보험득실확인서, 확정일자부 임대차(전세)계약서 사본,임차주택 건물 등기사항 전부 증명서",-,국토교통부 주택기금과,"주택도시보증공사, 주택금융공사",http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020701.jsp,http://nhuf.molit.go.kr/
ZERO주택 공급 사업,R2021021802457,주거지원이 필요한 청년계층 등을 위한 맞춤형 공공주택 공급으로 주거안정 도모 및 주거복지 향상,"주거·금융, 주거지원","젊은 계층의 주거안정 도모 및 주거복지 향상을 위한 공공주택 공급- 주택단지 내 어린이집, 공동육아나눔터 등 입주자 맞춤형 주민공동시설 확보",2015.11.01~계속,-,"1,316호",경기 부천시,999,제한없음,"청년(만 19세~만 39세) 및 신혼부부, 고령자, 주거급여 수급자 등",제한없음,제한없음,제한없음,제한없음,-,-,부천시 도시재생과 문의,-,-,-,-,부천시청 도시재생과,주관기관과 동일,https://bucheon.go.kr/site/main/index148,-
결혼축하금 지급,R2021021803209,결혼소요자금 일부지원을 통한 안정적인 지역사회 정착 지원,"주거·금융, 생활비지원 및 금융 혜택",연 100만원 x 3회 지원,연중,연중,140쌍,전남 장성군,49,만 19세 ~ 49세,결혼 전 둘 중 한 명이라도 1년 이상 군 내 거주한 49세 이하 미혼 남녀부부로서 결혼 후 계속하여 관내 거주,제한없음,제한없음,제한없음,제한없음,해당 없음,제한 없음,주소지 읍면 행정복지센터 방문접수,서류 심사,해당 없음,"신청서, 주민등록초본, 혼인관계증명서, 통장사본",해당사항 없음,장성군청 총무과,-,https://www.jangseong.go.kr/home/www/openinfo/welfare/welfare-10/welfare-10-01,https://www.jangseong.go.kr/
출산·육아 지원금,R2021021802225,2020년 인천 출생아 대상 출산 축하금 100만원 지원,"주거·금융, 생활비지원 및 금융 혜택",출산축하금 100만원 지급(출생아 1인 기준),2021.01.01.~2021.12.31.,출생신고일로 부터 90일 이내,"19,000명",인천,999,제한없음,출생일 현재 부 또는 모가 인천시 주민등록자로서 신청일 현재 인천시 거주,제한없음,제한없음,제한없음,여성,주민등록상 인천 거주,-,행정복지센터 서비스 신청 > 자격확인 > 관할구청 지급결정,-,-,출산서비스 통합처리 신청서,-,여성가족국 육아지원과,주관기관과 동일,http://in2youth.kr/bbs/board.php?bo-table=moem&wr-id=36,http://in2youth.kr/
개인신용평가체계 (신용점수제),R2022012401358,"신용등급(1~10등급)이 신용점수(1~1000점)로 전환되어, 보다 세분화된 평가 결과에 따라 대출한도 금리 산정이 합리적으로 이루어지게 됨","주거·금융, 생활비지원 및 금융 혜택",신용점수제(1~1000점)을 도입하여 저신용 금융소비자의 금융접근성을 제고하기 위한 목적,2022.01.01~12.31,-,-,중앙부처,999,제한없음,"1. 신용등급이 낮을 경우 모든 은행에서 대출이 불가
2. 점수제로 전환될 경우 일정 점수시, 몇몇 곳의 은행에서 대출지원이 가능",제한없음,제한없음,제한없음,제한없음,-,-,-,-,-,-,-,금융위원회,-,http://www.fsc.go.kr/no010101/75101,https://www.fsc.go.kr/index
청년 주거급여 분리지급,R2021021803832,청년기초생활수급자의 주거비용을 지원해줌으로서 취직준비등에 집중할수있도록 지원해주는 정책,"주거·금융, 주거지원","1. 임차가구 : - 1인(163,000)- 2인(183,000)- 3인(217,000)4인(253,000)2. 자가가구:- 경보수(457만원)- 중보수(849만원)- 대보수(1,241만원",2021.01.01~2021.12.31.,상시,제한없음,경남 창녕군,30,만 19세 ~ 30세,신청가구의 소득과 재산을 반영한 소득인정액이 가구별로 아래 금액 이하인 가구,제한없음,제한없음,제한없음,제한없음,-,"기초생활수급자가 아닌자,기혼자녀(19세이상30세미만)",읍면사무소방문,"주민복지과 통합조사팀 심사진행(30일 소요),매월 20일 급여지급",https://www.myhome.go.kr,1. 통장사본2. 분리거주사실확인증빙서류3. 청년주거급여분리지급신청서4. 사회보장급여제공신청서5. 임차가구임을 증빙할수있는서류6. 최근3개월 내 임차료증비서,"매월 20일, 청년명의의 지정계좌로 별도 지급",창녕군 도시건축과,해당없음,http://bokjiro.go.kr/nwel/welfare/file/retireveFileDetail.do?board-sid=6527063&data-sid=6698445,http://bokjiro.go.kr/
남양주시 입영지원금 신청,R2022012401363,현역병 또는 사회복무요원으로 입영(소집) 예정인 남양주시민에게 병역의무 이행을 격려하고자 남양주시에서 마련한 지원금,"주거·금융, 생활비지원 및 금융 혜택",1인당 10만원 지역화폐(남양주사랑상품권) 충전(1회),,2022.01.03.~입영(소집) 전일까지 신청,-,경기 남양주시,999,제한없음,"현역병 또는 사회복무요원으로 입영(소집)통지서를 받은 입영 예정자 
1) 장교, 부사관, 예술·체육요원, 공중보건의, 전문연구요원, 산업기능요원 제외 
2) 신청일 기준 남양주시에 1년 이상 주민등록을 두고 계속 거주",제한없음,제한없음,제한없음,군인,,,주소지 읍면동사무소 방문신청,-,방문신청,-,"주소지 읍면동사무소 
※와부읍 : 031-590-4803 ※진접읍 : 031-590-5839 ※화도읍 : 031-590-4851 ※진건읍 : 031-590-5849 ※오남읍 : 031-590-1432 
※별내면 : 031-590-2606 ※퇴계원 : 031-590-4931 ※수동면 : 031-590-4945 ※조안면 : 031-590-2629 ※호평동 : 031-590-6904 
※평내동 : 031-590-2981 ※금곡동 : 031-590-8446 ※양정동 : 031-590-4986 ※다산1동 : 031-590-4975 ※다산2동 : 031-590-2955 
※별내동 : 031-590-8494 ※화도읍 동부출장소 : 031-590-4872",남양주,남양주시 시민안전관 민방위팀,https://youth.gg.go.kr/gg/info/housing-welfare.do?mode=view&arcNo=1199&pager.offset=8&pagerLimit=8,https://www.nyj.go.kr/main/183?action=read&action-value=611852a07a6ff3abd1e670ce3a7689c3&space=main-popupzone-1
청년 임대주택 임대보증금 지원사업,R2021031101861,소득력이 부족한 청년계층의 주거불안해소를 위해 임대주택에 거주할 수 있도록 임대보증금을 지원하여 젊은 세대의 주거안정 및 주거복지 향상 기여,"주거·금융, 주거지원","- 익산시 인화행복주택 입주 계약 시 임대보증금 무이자 지원- 지원규모 : 임대주택 전입 시 최대 2천만원(계약금 본인부담)- 지원기간 : 2년(연장 2회, 최대 6년)",2020.01.01.~2020.12.31.,연중 수시신청,,전북 익산시,29,만 15세 ~ 29세,익산시에 거주하는 무주택 가구로서 행복주택 입주 예정인 청년(대학생) 및 신혼부부 계층,제한없음,제한없음,제한없음,제한없음,-,해당 없음,입주희망자가 한국토지주택공사와 임대차 계약 체결한 후 신청,개별 연락,해당 없음,1. 주민등록등본 1부.2. 입주예정 아파트 임대차계약서 원본 1부.3. 계약금(본인부담금 등) 납입영수증 1부.4. 인감증명서 1부.5. 인감도장.6. 신청인 신분증7. 혼인관계증명서(상세) 1부(신혼부부일 경우만 해당).,-사업대상자로 선정 후 타 자치단체로 주민등록을 이전시 지원 중단-월임대료 및 관리비를 3개월이상 납부하지 아니한 경우에는 임대보증금을 회수-임대보증금을 지원받은 자가 다른 주택을 소유하거나 입주자격이 상실하는 자는 회수,익산시청 주택과,-,https://apply.lh.or.kr/,해당사항 없음
신혼부부 임대주택 주거비 지원,R2021021803106,"저출산 시대에 신혼부부에게 결혼초기 주거비를 지원하여 경제적 부담을 안화함으로써, 안정된 주거정착을 유도하고, 나주시 인구 늘리기를 위한 결혼, 출산 장려 사업으로 무주택 신혼부부 가정에 주거비 지원","주거·금융, 주거지원","- 지원금액: 중위소득 100%이하 15만원/월, 중위소득 150%이하 12만원/월
- 지원기간: 대상자 선정 후 2년간 지급(반기별 4회)",2021.01.01.~2021.12.31.,연중(혼인신고일로부터 6개월 이내 부부 중 한명이 신청),140명,전남 나주시,49,만 0세 ~ 49세,"- 혼인신고일 당시 부부 모두 만 50세 미만 무주택자
- 중위소득 150%이하(주거급여 지원 대상자 제외)
※ 혼인신고일 전 부부 중 한명이 1년 이상 계속하여 나주시에 주민등록을 두어야 하고, 주거비 신청 시 부부 모두 나주시에 주민등록을 두고 거주하여야 함",제한없음,제한없음,제한없음,제한없음,-,-,주소지 읍면동행정복지센터 방문 신청,"소득, 재산, 결혼, 연령 등을 확인하여 선정 여부 결정",주소지 읍면동행정복지센터 방문 신청,"①신혼부부 임대주택 주거비 지원사업 신청서 
②임대차계약서
③(부부의)주민등록등본(주소변동 포함) 
④(부부의)건강보험료 납부확인서
⑤(부부의)가족관계증명서 
⑥혼인관계증명서 
⑦수급자 통장사본",문의처: 나주시 건축허가과(☎ 061-339-7241),나주시청 건축허가과,-,https://www.naju.go.kr/www/administration?mode=view&idx=67882,https://www.naju.go.kr/najuyouth/policy/business?idx=63317&mode=view
개인신용평가체계 (신용점수제),R2021021800124,"신용등급(1~10등급)이 신용점수(1~1000점)로 전환되어, 보다 세분화된 평가 결과에 따라 대출한도 금리 산정이 합리적으로 이루어지게 됨","주거·금융, 생활비지원 및 금융 혜택",신용점수제(1~1000점)을 도입하여 저신용 금융소비자의 금융접근성을 제고하기 위한 목적,2021.01.01~12.31,상시,-,중앙부처,999,제한없음,-,제한없음,제한없음,제한없음,제한없음,"1. 신용등급이 낮을 경우 모든 은행에서 대출이 불가2. 점수제로 전환될 경우 일정 점수시, 몇몇 곳의 은행에서 대출지원이 가능",-,-,-,-,-,-,금융위원회,-,http://www.fsc.go.kr/no010101/75101,https://www.fsc.go.kr/index
행복주택 건립 사업,R2021021803913,청년 계층의 주거안정을 목적으로 저렴한 임차료로 입주가능한 행복주택 건립 사업을 통해 청년 계층의 주거복지 지원,"주거·금융, 주거지원",월 15만원 이하의 임대료로 안정적인 주거 환경 제공,2021.01.01.~2021.12.31.,결원 발생에 따른 추가 상시 추가 공고,23세대,경남 함양군,39,만 19세 ~ 39세,만19세이상 만39세이하인 2020년 도시근로자 월 평균 소득 150퍼센트 이하인 자 무주택자,제한없음,제한없음,제한없음,제한없음,-,"주택소유자, 월 평균 소득이 2,116,117원 초과인자, 자산가액이 합산기준 23,700만원 초과인 자",입주자 모집 공고시 지원,"무주택,소득, 자산 검증 후 입주자 선정 발표",-,"청약신청서, 국민연금 가입증명서 등",-,함양군청 민원봉사과 행복주택TF,해당없음,https://www.hygn.go.kr/media/00111/00112.web?gcode=1001&idx=877524&amode=view&stype=title&sstring=%ED%96%89%EB%B3%B5%EC%A3%BC%ED%83%9D&cpage=1,https://www.hygn.go.kr/
